Active Status,Type,Item,Description,Preferred Vendor,Height,Width,Depth,MERV,MERV Value,Classification,Category_ID,
Active,Inventory Part,2532-3ply,25x32-3ply Poly Panel,M.L. Filters,25,32,,,8,f,14,
Active,Inventory Part,2548-2ply,25x48 2 Ply Poly Panel,M.L. Filters,25,48,,,8,f,14,
Active,Inventory Part,2548-3ply,25x48 3-Ply Poly Panel,M.L. Filters,25,48,,,8,f,14,
Active,Inventory Part,2552-2ply,25x52 2ply Poly Panel,M.L. Filters,25,52,,,8,f,14,
Active,Inventory Part,2552-3Ply,25x52 3-Ply Poly Panel Special,M.L. Filters,25,52,,,8,f,14,
Active,Inventory Part,2560-2ply,25x60 2-Ply Poly Panel,M.L. Filters,25,60,,,8,f,14,
Active,Inventory Part,2560-3ply,25x60 3-Ply Poly Panel,M.L. Filters,25,60,,,8,f,14,
Active,Inventory Part,2563-2Ply,"25x63 MERV 9, 2-Ply Poly Link w/Antimicrobial",M.L. Filters,25,63,,MERV 9,9,f,18,
Active,Inventory Part,2575-2ply,25x75 2-Ply Poly Panel,M.L. Filters,25,75,,,8,f,14,
Active,Inventory Part,2578-2Ply,"25x78 MERV 9, 2-Ply Poly Link w/Antimicrobial",M.L. Filters,25,78,,MERV 9,9,f,18,
Active,Inventory Part,2590-2PLY-5L,25x90 2-Ply Poly Panel,M.L. Filters,25,90,,,8,f,14,
Active,Inventory Part,2596W-2PLY-4L,25x96 2 Ply Poly Panel,M.L. Filters,25,96,,,8,f,14,
Active,Inventory Part,2596W-3PLY-4L,25x96 3 Ply Poly Panel,M.L. Filters,25,96,,,8,f,14,
Active,Inventory Part,2597-2Ply,"25x97 MERV 9, 2-Ply Poly Link w/Antimicrobial",M.L. Filters,25,97,,MERV 9,9,f,18,
Active,Inventory Part,2634-2Ply,26x34 2-Ply Poly Panel,M.L. Filters,26,34,,,8,f,14,
Active,Inventory Part,280001224,12x24 2-Ply FB Gold Panel,Fiber Bond Corporation,12,24,,,8,f,14,
Active,Inventory Part,280001625,16x25 2-Ply Gold Panel,Fiber Bond Corporation,16,25,,,8,f,14,
Active,Inventory Part,280002020,20x20 2-Ply Gold Panel,Fiber Bond Corporation,20,20,,,8,f,14,
Active,Inventory Part,280002024,20x24 2-Ply Gold Panel,Fiber Bond Corporation,20,24,,,8,f,14,
Active,Inventory Part,280002025,20x25 2-Ply Gold Panel,Fiber Bond Corporation,20,25,,,8,f,14,
Active,Inventory Part,280002424,24x24 2-Ply Gold Panel,Fiber Bond Corporation,24,24,,,8,f,14,
Active,Inventory Part,2829-3ply,28.5x29.5 3-Ply Poly Panel,M.L. Filters,28.5,29.5,,,8,f,14,
Active,Inventory Part,3045-3ply,30x45 3-Ply Poly Panel,M.L. Filters,30,45,,,8,f,14,
Active,Inventory Part,331-946-148,24x24x12 VARICEL SH MERV 14,AAF/Flanders Corporation,24,24,12,MERV 14,14,f,16,
Active,Inventory Part,331-946-150,12x24x12 VARICEL SH MERV 14,AAF/Flanders Corporation,12,24,12,MERV 14,14,f,16,
Active,Inventory Part,40-2160,"102"" Galv. Strut","UVDI UltraViolet Devices, Inc.",,,,,,a,16,
Active,Inventory Part,40-2170,"53"" Galv. Strut","UVDI UltraViolet Devices, Inc.",,,,,,a,16,
Active,Inventory Part,40-6212-20,"40-6212-20  Single 21"" Encapsulated..V MAX SST. 21"" w/ 10' lead","UVDI UltraViolet Devices, Inc.",21,,,,,a,16,
Active,Inventory Part,40-6214-05,"UV Bulb 21"" Standard Dual","UVDI UltraViolet Devices, Inc.",,,,,,a,16,
Active,Inventory Part,40-6333-05,"UV Bulb 33"" Standard Single","UVDI UltraViolet Devices, Inc.",,,,,,a,16,
Active,Inventory Part,40-6334-05,"UV Bulb 33"" Standard Dual","UVDI UltraViolet Devices, Inc.",,,,,,a,16,
Active,Inventory Part,40-6611-20,"40-6611-20 Single 61"" Encapsulated..V MAX SST. 61"" w/ 10' lead","UVDI UltraViolet Devices, Inc.",61,,,,,a,16,
Active,Inventory Part,40-6612-05,"UV Bulb 61"" Standard Single","UVDI UltraViolet Devices, Inc.",,,,,,a,16,
Active,Inventory Part,4040-2ply,40x40 2-Ply Poly Panel,M.L. Filters,40,40,,,8,f,14,
Active,Inventory Part,42-1000-02,20 AMP Door Switch,"UVDI UltraViolet Devices, Inc.",,,,,,a,16,
Active,Inventory Part,4250-2Ply,42x50 2-Ply Poly Panel,M.L. Filters,42,50,,,8,f,14,
Active,Inventory Part,810-2ply,8x10 2-Ply Poly Panel,M.L. Filters,8,10,,,8,f,14,
Active,Inventory Part,814-2ply,8x14 2-Ply Poly Panel,M.L. Filters,8,14,,,8,f,14,
Active,Inventory Part,820-2ply,8x20 2-Ply Poly Panel,M.L. Filters,8,20,,,8,f,14,
Active,Inventory Part,820-3ply,8x20 3-Ply Poly Panel,M.L. Filters,8,20,,,8,f,14,
Active,Inventory Part,934-2ply,9x34 Special 2-Ply Poly Panel,M.L. Filters,9,34,,,8,f,14,
Active,Inventory Part,961-3ply,9x61.25 3-Ply Poly Panel,M.L. Filters,9,61.25,,,8,f,14,
Active,Inventory Part,962-2ply,9x62 MZP 2-Ply Poly Panel,M.L. Filters,9,62,,,8,f,14,
Active,Inventory Part,963-2ply,9x63 2-Ply Poly Panel,M.L. Filters,9,63,,,8,f,14,
Active,Inventory Part,99-2ply,9x9x1 2-Ply Poly Panel,M.L. Filters,9,9,1,,8,f,14,
Active,Inventory Part,99-4-00-00-36,RSE15 Puracarb Equivalent,RSE Incorporated,,,,,,f,16,
Active,Inventory Part,99-4-00-00-58,"PCBAM, Puracarb AM Media",RSE Incorporated,,,,,,f,16,
Active,Inventory Part,A-5 Aluminum,Aluminum Metal Mesh Filter,"Aircon Filter Mfg. Co., Inc.",,,,,,f,16,
Active,Inventory Part,A-5 Aluminum16251,16x25x1 Aluminum Mesh Filter,"Aircon Filter Mfg. Co., Inc.",16,25,1,,,f,16,
Active,Inventory Part,A-5 Aluminum20252,20x25x2 Aluminum Mesh Filter,"Aircon Filter Mfg. Co., Inc.",20,25,2,,,f,16,
Active,Inventory Part,A-5 Aluminum24244,24x24x4 Aluminum Mesh Filter,"Aircon Filter Mfg. Co., Inc.",24,24,4,,,f,16,
Active,Inventory Part,A-5 Aluminum30991,30 1/4 x 99 1/2 x  1 A-5 Aluminum,"Aircon Filter Mfg. Co., Inc.",30.25,99.5,1,,,f,16,
Active,Inventory Part,A-6 Galv,24x24x2 Galvanized Steel Filter,"Aircon Filter Mfg. Co., Inc.",24,24,2,,,f,16,
Active,Inventory Part,A3/300 S Roll,"A3/300S Bulk Roll  78.75"" x 65'6""","Freudenberg Filtration Technologies, L.P.",78.75,65,,,,m,16,
Active,Inventory Part,AAF-Varicel,VariCel M-PAK SH STD,AAF/Flanders Corporation,,,,,,f,16,
Active,Inventory Part,AAF-Varicel20246,MERV 14 20x24x6 VariCel M-PAK SH STD,AAF/Flanders Corporation,20,24,6,MERV 14,14,f,16,
Active,Inventory Part,AAF-Varicel242412,MERV 14 24x24x12 VariCel SH STD,AAF/Flanders Corporation,24,24,12,MERV 14,14,f,16,
Active,Inventory Part,AC50S-12246,"12x24x6, 50% Rigid Box synthetic filter NH",Parker-Hannifin Corporation,12,24,6,50%,7,f,3,
Active,Inventory Part,AC50S-24246,"24x24x6, 50% Rigid Box synthetic filter NH",Parker-Hannifin Corporation,24,24,6,50%,7,f,3,
Active,Inventory Part,AC95S-242412,"24x24x12 Aero-Cell S, 95% Rigid Box Synthetic Filter, no header",Parker-Hannifin Corporation,24,24,12,95%,16,f,3,
Active,Inventory Part,ACMHP-16256,16x26x6 Carbon MIni CP Filter,"Wetzel Technologies Co., Ltd",16,26,6,,,f,17,
Active,Inventory Part,ACMHP-20256,20x25x6 Carbon Mini CP Filter,"Wetzel Technologies Co., Ltd",20,25,6,,,f,17,
Active,Inventory Part,AFM-FF-44-12243,12x24x3 Stainless Steel Filter Frame,"Aircon Filter Mfg. Co., Inc.",12,24,3,,,a,16,
Active,Inventory Part,AFM-FF-44-24243,24x24x3 Stainless Steel Filter Frame,"Aircon Filter Mfg. Co., Inc.",24,24,3,,,a,16,
Active,Inventory Part,AMP-12242,12x24x2 Galvanized Metal,"Aircon Filter Mfg. Co., Inc.",12,24,2,,,a,16,
Active,Inventory Part,AMP-20203,"20x20x3, Galvanized Frame","Aircon Filter Mfg. Co., Inc.",20,20,3,,,a,16,
Active,Inventory Part,AMP-24242,"24x24x2, Galvanized Frame, Expanded Metal Mesh One Side. UL Class 1, No Gaskets","Aircon Filter Mfg. Co., Inc.",24,24,2,,,a,16,
Active,Inventory Part,AMPAF11-24242,24x24x2 Aluminum Frame MERV 11,"Aircon Filter Mfg. Co., Inc.",24,24,2,MERV 11,11,f,16,
Active,Inventory Part,AMPGP-10302,10x30x2 Class 1- Pleated Filter Galvanized Frame..W/Handles on MIDDLE  LONG SIDE ..Galvanized ..Metal Screen Both Sides..High Capacity,"Aircon Filter Mfg. Co., Inc.",10,30,2,,6,f,13,
Active,Inventory Part,AMPGP-11.316x11.316x1-SS,"AMPGP Metal Filter; ..11-13/16"" x 11-13/16"" x 1""..w/Stainless Steel Frame","Aircon Filter Mfg. Co., Inc.",11.8125,11.8125,1,,6,f,16,
Active,Inventory Part,AMPGP-12121,12x12x1 Stainless Steel Frame,"Aircon Filter Mfg. Co., Inc.",12,12,1,,6,f,16,
Active,Inventory Part,AMPGP-12242,12x24x2 AMPGP Metal Filter..No Straps..Galvanized ..Metal Screen Both Sides..High Capacity,"Aircon Filter Mfg. Co., Inc.",12,24,2,,6,f,16,
Active,Inventory Part,AMPGP-24242,24x24x2 AMPGP Metal Filter..No Straps..Galvanized ..Metal Screen Both Sides..High Capacity,"Aircon Filter Mfg. Co., Inc.",24,24,2,,6,f,16,
Active,Inventory Part,AMPGP-Alum,"11-13/16"" x 11-13/16"" x 7/8"" Aluminum Frame, No Gasket","Aircon Filter Mfg. Co., Inc.",11.8125,11.8125,0.875,,6,f,16,
Active,Inventory Part,AMPGP-Metal,AMPGP Metal Filter..Galvanized ..,"Aircon Filter Mfg. Co., Inc.",,,,,6,f,16,
Active,Inventory Part,AMPHC-24242,24x24x2 Class 1 - High Temp Galv. Steel Filter..,"Aircon Filter Mfg. Co., Inc.",24,24,2,,6,f,16,
Active,Inventory Part,AWCT40268,XF80MAX-13-5.25X24.375X60-FPVC-DG,MISC,5.25,24.375,60,,,a,16,
Active,Inventory Part,AWCT40537,XF80MAX-13-5.25X24.375X48-FPVC-DG,MISC,5.25,24.375,48,,,a,16,
Active,Inventory Part,BF1824-A,BF 1824-A..Equivalent 16B23 Kaydon,Fluitek Corporation. (PAID BY CC),27.5,20.5,,,,f,16,
Active,Inventory Part,BT8874-MPG,4-23/32OD 11-17/32L 10u Sp/On Max Perf Glass Hyd,Total Filtration Services,,,,,,f,16,
Not-active,Inventory Part,BU-0537000033,0537000033..Baffle Strainer 160/250-PREVIO..REF#130 237x310x20,SHW FILTER-Guangzhou Sun,237,310,20,,,a,16,
Active,Inventory Part,BU-0537000034,0537000034..Baffle Strainer 400/630-PREVIO..REF# 130 345x450x20,SHW FILTER-Guangzhou Sun,345,450,20,,,a,16,
Active,Inventory Part,CCM1205-108-CHM,PK12 Module w/CHM,"Freudenberg Filtration Technologies, L.P.",,,,,,a,16,
Active,Inventory Part,CCM1205-310,PK12 Module w/PuraCarb media,"Freudenberg Filtration Technologies, L.P.",,,,,,a,16,
Active,Inventory Part,CCM1805,PK18 Module,"Freudenberg Filtration Technologies, L.P.",,,,,,a,16,
Active,Inventory Part,CCP-104-CHM.,Chemisorbant SP Media 50/Box,"Freudenberg Filtration Technologies, L.P.",,,,,,m,16,
Active,Inventory Part,CCP-108-CHM-SP,Chemisorbant SP Media 50/Box,"Freudenberg Filtration Technologies, L.P.",,,,,,m,16,
Active,Inventory Part,CCP-830-SP Blend,SP Blend Media 50/Box,"Freudenberg Filtration Technologies, L.P.",,,,,,m,16,
Active,Inventory Part,CCS639-00-C,HILCO COALESCER STRAINER CARTRIDGE..(Included),Hilliard Corporation,,,,,,a,5,
Active,Inventory Part,CEL1545121278M1RL,CELdek� Media 12D x 12W x 78H..Mi-T-edge,Munters,,,,,,a,16,
Active,Inventory Part,CelDek,CelDek w/T Edge 42x12x12 w/ Black Edge,Portacool,42,12,12,,,a,16,
Active,Inventory Part,CelPad,CelDek w/T Edge BLACK EDGE,Portacool,,,,,,a,16,
Not-active,Inventory Part,CelPad 29,CelDek w/T Edge 29x12x12,Portacool,29,12,12,,,a,16,
Active,Inventory Part,CelPad 60,CelDek w/T Edge 60x12x12,Portacool,60,12,12,,,a,16,
Active,Inventory Part,CelPad 72,CelDek w/T Edge 72x12x12,Portacool,72,12,12,,,a,16,
Active,Inventory Part,CelPad 72:CelPad 29,CelDek w/T Edge 29x12x12,HuTek (Asia) Company Ltd,29,12,12,,,a,16,
Active,Inventory Part,CelPad 72:CelPad 48,CelDek w/T Edge 48x12x12,HuTek (Asia) Company Ltd,48,12,12,,,a,16,
Active,Inventory Part,Celpad 78,78' HxWxD w/ black edge,HuTek (Asia) Company Ltd,78,12,12,,,a,16,
Active,Inventory Part,CelPad BL 60,Evap Media w / Black Edge 48x12x12,Portacool,48,12,12,,,a,16,
Active,Inventory Part,CGG/APX2,"DRUM DOOR GASKET CGG 316/APX-2   OVAL  14"" ID  X 18"" ID  X 1"" X 1/8",Advanced Sealing,14,18,1.125,,,a,16,
Active,Inventory Part,CI-M145P-12204,12x20x4 MERV 15 Mini Pleat Plastic Frame,"Columbus Industries, Inc.",12,20,4,MERV 15,15,f,13,
Active,Inventory Part,CI-MP215-12242,12x24x2 MERV 15 Mini Pleat,"Columbus Industries, Inc.",12,24,2,MERV 15,15,f,13,
Active,Inventory Part,CI-MP215-16202,16x20x2 MERV 15 Mini Pleat,"Columbus Industries, Inc.",16,20,2,MERV 15,15,f,13,
Active,Inventory Part,CI-MP215-16252,16x25x2 MERV 15 Mini Pleat,"Columbus Industries, Inc.",16,25,2,MERV 15,15,f,13,
Active,Inventory Part,CI-MP215-20202,20x20x2 MERV 15 Mini Pleat,"Columbus Industries, Inc.",20,20,2,MERV 15,15,f,13,
Active,Inventory Part,CI-MP215-20202-ZB,20x20x2 MERV 15 Mini Pleat,"Columbus Industries, Inc.",20,20,2,MERV 15,15,f,13,
Active,Inventory Part,CI-MP215-20242,20x24x2 MERV 15 Mini Pleat,"Columbus Industries, Inc.",20,24,2,MERV 15,15,f,13,
Active,Inventory Part,CI-MP215-20242-ZB,20x24x2 MERV 15 Mini Pleat,"Columbus Industries, Inc.",20,24,2,MERV 15,15,f,13,
Active,Inventory Part,CI-MP215-20252,20x25x2 MERV 15 Mini Pleat,"Columbus Industries, Inc.",20,25,2,MERV 15,15,f,13,
Active,Inventory Part,CI-MP215-24242,24x24x2 MERV 15 Die Cut  Mini Pleat,"Columbus Industries, Inc.",24,24,2,MERV 15,15,f,13,
Active,Inventory Part,CI-MP411P-16204,16x20x4 MERV 11 Mini Pleat Plastic Frame,"Columbus Industries, Inc.",16,20,4,MERV 11,11,f,13,
Active,Inventory Part,CI-MP411P-16254,16x25x4 MERV 11 Mini Pleat Plastic Frame,"Columbus Industries, Inc.",16,25,4,MERV 11,11,f,13,
Active,Inventory Part,CI-MP411P-20244,20x24x4 MERV 11 Mini Pleat Plastic Frame,"Columbus Industries, Inc.",20,24,4,MERV 11,11,f,13,
Active,Inventory Part,CI-MP411P-24244,24x24x4 MERV 11 Mini Pleat Plastic Frame,"Columbus Industries, Inc.",24,24,4,MERV 11,11,f,13,
Active,Inventory Part,CI-MP413P-12244,12x24x4 MERV 13 Mini Pleat Plastic Frame,"Columbus Industries, Inc.",12,24,4,MERV 13,13,f,13,
Active,Inventory Part,CI-MP413P-20244,20x24x4 MERV 13 Mini Pleat Plastic Frame,"Columbus Industries, Inc.",20,24,4,MERV 13,13,f,13,
Active,Inventory Part,CI-MP413P-24244,24x24x4 MERV 13 Mini Pleat Plastic Frame,"Columbus Industries, Inc.",24,24,4,MERV 13,13,f,13,
Active,Inventory Part,CI-MP414P-12244,12x24x4 MERV 14 Mini Pleat Plastic Frame,"Columbus Industries, Inc.",12,24,4,MERV 14,14,f,13,
Active,Inventory Part,CI-MP414P-20204,20x20x4 MERV 14 Mini Pleat Plastic Frame,"Columbus Industries, Inc.",20,20,4,MERV 14,14,f,13,
Active,Inventory Part,CI-MP414P-20244,20x24x4 MERV 14 Mini Pleat Plastic Frame,"Columbus Industries, Inc.",20,24,4,MERV 14,14,f,13,
Active,Inventory Part,CI-MP414P-24244,24x24x4 MERV 14 Mini Pleat Plastic Frame,"Columbus Industries, Inc.",24,24,4,MERV 14,14,f,13,
Active,Inventory Part,CI-MP415-18244,18x24x4 MERV 15 Mini Pleat,"Columbus Industries, Inc.",18,24,4,MERV 15,15,f,13,
Active,Inventory Part,CI-MP415-20254,20x25x4 MERV 15 Mini Pleat,"Columbus Industries, Inc.",20,25,4,MERV 15,15,f,13,
Active,Inventory Part,CI-MP415-24244,24x24x4 MERV 15 Mini Pleat Die Cut Frame,"Columbus Industries, Inc.",24,24,4,MERV 15,15,f,13,
Active,Inventory Part,CI-MP415P-12204,12x20x4 MERV 15 Mini Pleat Plastic Frame,"Columbus Industries, Inc.",12,20,4,MERV 15,15,f,13,
Active,Inventory Part,CI-MP415P-12244,12x24x4 MERV 15 Mini Pleat Plastic Frame,"Columbus Industries, Inc.",12,24,4,MERV 15,15,f,13,
Active,Inventory Part,CI-MP415P-16204,16x20x4 MERV 15 Mini Pleat Plastic Frame,"Columbus Industries, Inc.",16,20,4,MERV 15,15,f,13,
Active,Inventory Part,CI-MP415P-16254,16x25x4 MERV 15 Mini Pleat Plastic Frame,"Columbus Industries, Inc.",16,25,4,MERV 15,15,f,13,
Active,Inventory Part,CI-MP415P-18244,18x24x4 MERV 15 Mini Pleat Plastic Frame,"Columbus Industries, Inc.",18,24,4,MERV 15,15,f,13,
Active,Inventory Part,CI-MP415P-20204,20x20x4 MERV 15 Mini Pleat Plastic Frame,"Columbus Industries, Inc.",20,20,4,MERV 15,15,f,13,
Active,Inventory Part,CI-MP415P-20244,20x24x4 MERV 15 Mini Pleat Plastic Frame,"Columbus Industries, Inc.",20,24,4,MERV 15,15,f,13,
Active,Inventory Part,CI-MP415P-20254,20x25x4 MERV 15 Mini Pleat Plastic Frame,"Columbus Industries, Inc.",20,25,4,MERV 15,15,f,13,
Active,Inventory Part,CI-MP415P-24244,24x24x4 MERV 15 Mini Pleat Plastic Frame,"Columbus Industries, Inc.",24,24,4,MERV 15,15,f,13,
Active,Inventory Part,CI-MP4H15P-1224,12x24x4 MERV 15 Mini Pleat Plastic Frame Headered,"Columbus Industries, Inc.",12,24,4,MERV 15,15,f,13,
Active,Inventory Part,CI-MP4H15P-16204,16x20x4 MERV15 Mini Pleat Plastic Frame w/Header,"Columbus Industries, Inc.",16,20,4,MERV15,15,f,13,
Active,Inventory Part,CI-MP4H15P-2020,20x20x4 MERV15 Mini Pleat Plastic Frame w/Header,"Columbus Industries, Inc.",20,20,4,MERV15,15,f,13,
Active,Inventory Part,CI-MP4H15P-2024,20x24x4 MERV 15 Mini Pleat Plastic Frame w/ Header,"Columbus Industries, Inc.",20,24,4,MERV 15,15,f,13,
Active,Inventory Part,CI-MP4H15P-2025,"20x25x4, MERV 15 Mini Pleat w/Header","Columbus Industries, Inc.",20,25,4,MERV 15,15,f,13,
Active,Inventory Part,CI-MP4H15P-2424,24x24x4 MERV 15 Mini Pleat Plastic Frame Headered,"Columbus Industries, Inc.",24,24,4,MERV 15,15,f,13,
Active,Inventory Part,CMS-CARB 1/1 G M13,"24x24x12, V-Bank Style Extended Surface Carbon (500g) Filter w/DSG",CMS Century Mechanical Systems,24,24,12,,,f,4,
Active,Inventory Part,CMS-CARB 1/1 G M14,"24x24x12, V-Bank Style Extended Surface Carbon (500g) Filter w/DSG","Excelair International, Inc.",24,24,12,,,f,4,
Active,Inventory Part,CP-M15-202015-08,"20x20x15 (90-95%) Synthetic Bag Filter, 8-Pocket",Parker-Hannifin Corporation,20,20,15,95%,16,f,1,
Active,Inventory Part,Dist Pad,Dist Pads 2x12x72,Portacool,2,12,72,,,a,16,
Active,Inventory Part,DUP MINIRF-2/60,16x20x2 Mini Roughing Filter,"Freudenberg Filtration Technologies, L.P.",16,20,2,,,f,16,
Not-active,Inventory Part,"F-12 A, 12"" Spring Clip","12"" Spring with Clip",EFC International,,,,,,a,16,
Active,Inventory Part,F-38-16-RN- W,"3/8"" - 16 Retention Nut..Zinc Aluminum Alloy #3, Zinc Surface Coated","Wetzel Technologies Co., Ltd",,,,,,a,16,
Not-active,Inventory Part,F-38-16-RN-W,"3/8"" - 16 Retention Nut..Zinc Aluminum Alloy #3, Zinc Surface Coated","Wetzel Technologies Co., Ltd",,,,,,a,16,
Active,Inventory Part,F-716-20-RN-W,"7/16"" - 20 Retention Nut","Wetzel Technologies Co., Ltd",,,,,,a,16,
Active,Inventory Part,F-F51224-CFC-W,EFS F5 MERV 8 CFC Coalescing Pocket Filter 12x24x12 6P,"Wetzel Technologies Co., Ltd",12,24,12,MERV 8,8,f,2,
Active,Inventory Part,F-F52424-CFC-W,EFS F5 MERV 8 CFC Coalescing Pocket Filter 24x24x12 6P,"Wetzel Technologies Co., Ltd",24,24,12,MERV 8,8,f,2,
Active,Inventory Part,F-F5SS1224-RP-W,"EFS F5 (MERV 8)  Reverse Pocket Filter (12x24x13), Synthetic Pocket Filter (3 pockets)","Wetzel Technologies Co., Ltd",12,24,13,MERV 8,8,f,2,
Active,Inventory Part,F-F5SS2424-RP-W,"EFS F5 (MERV 8)  Reverse Pocket Filter (24x24x13), Synthetic Pocket Filter (6 pockets)","Wetzel Technologies Co., Ltd",24,24,13,MERV 8,8,f,2,
Active,Inventory Part,F-G41224-CFC-W,EFS G4 CFC Coalescing Pocket Filter 12x24x15 Synthetic 3P,"Wetzel Technologies Co., Ltd",12,24,15,,7,f,2,
Active,Inventory Part,F-G42424-CFC-W,EFS G4 CFC Coalescing Pocket Filter 24x24x15 Synthetic 6P,"Wetzel Technologies Co., Ltd",24,24,15,,7,f,2,
Active,Inventory Part,F-G4SS1224-RP-W,EFS G4 Reverse 3-Pocket Filter 12x24x13 Synthetic,"Wetzel Technologies Co., Ltd",12,24,13,,7,f,2,
Active,Inventory Part,F-G4SS2024-RP-W,EFS G4 Reverse 4-Pocket Filter 20x24x13 Synthetic,"Wetzel Technologies Co., Ltd",20,24,13,,7,f,2,
Active,Inventory Part,F-G4SS2424-RP-W,EFS G4 Reverse 6-Pocket Filter 24x24x13 Synthetic,"Wetzel Technologies Co., Ltd",24,24,13,,7,f,2,
Active,Inventory Part,F-SBP-MERV8-45122-,"METRO, Filter, Air, HVAC pleated..45-3/4"" x 12-1/4"" x 1-3/4""; MERV 8, Pleated Filter..METRO PN: 171358N",Glasfloss Industries,45.75,12.25,1.75,MERV 8,8,f,13,
Active,Inventory Part,F0619577,FPM-493-2448-RSR..22.312 x 46.312 x 4.000..Test Flow: 555 CFM..Resistance: 0.40,AAF/Flanders Corporation,22.312,46.312,4,,17,f,16,
Active,Inventory Part,F0903992,E-007-3-19-06-SU-52-00-19J43J,AAF/Flanders Corporation,,,,,,a,16,
Active,Inventory Part,F0903993,E-007-3-19-06-SU-52-00-19J43J,AAF/Flanders Corporation,,,,,,a,16,
Active,Inventory Part,F45S 1/1,Viledon  24x24x13  45% Pocket,"Freudenberg Filtration Technologies, L.P.",24,24,13,45%,7,f,2,
Active,Inventory Part,F5-06-122422,"12x24x22, F5 (50%), 6 Pocket, Synthetic Bag Filter with Extruded Aluminum Frame","Wetzel Technologies Co., Ltd",12,24,22,50%,7,f,1,
Active,Inventory Part,F5-06-242422,"24x24x22, F5 (50%), 6 Pocket, Synthetic Bag Filter with Extruded Aluminum Frame","Wetzel Technologies Co., Ltd",24,24,22,50%,7,f,1,
Active,Inventory Part,F5-242424-6W,"EFS 24x24x24, 50% Depth Loading Synthetic Pocket Filter (6 pockets)","Wetzel Technologies Co., Ltd",24,24,24,50%,7,f,2,
Active,Inventory Part,F5-242426-6W,"EFS 24x24x26, 50% Depth Loading Synthetic Pocket Filter (6 pockets)","Wetzel Technologies Co., Ltd",24,24,26,50%,7,f,2,
Active,Inventory Part,F50 1/1,Viledon  24x24x26  50% Pocket,"Freudenberg Filtration Technologies, L.P.",24,24,26,50%,7,f,2,
Active,Inventory Part,F50 1/2,Viledon  12x24x26  50% Pocket,"Freudenberg Filtration Technologies, L.P.",12,24,26,50%,7,f,2,
Active,Inventory Part,F5S-122418-3W,"EFS 12x24x18, 50% Depth Loading Synthetic Pocket Filter (3 pockets)","Wetzel Technologies Co., Ltd",12,24,18,50%,7,f,2,
Active,Inventory Part,F5S-242418-6W,"EFS 24x24x18, 50% Depth Loading Synthetic Pocket Filter (6 pockets)","Wetzel Technologies Co., Ltd",24,24,18,50%,7,f,2,
Active,Inventory Part,F5S-242420-6W,"EFS F5 Pocket Filter (24x24x20), Synthetic Pocket Filter (6 pockets)","Wetzel Technologies Co., Ltd",24,24,20,,8,f,2,
Active,Inventory Part,F5SS-122412-3W,"EFS 12x24x12, 50% Depth Loading Synthetic Pocket Filter (3 pockets)","Wetzel Technologies Co., Ltd",12,24,12,50%,7,f,2,
Active,Inventory Part,F5SS-202412-6W,EFS 20x24x12 MERV 8 Depth Loading Synthetic Pocket Filter (6 pockets),"Wetzel Technologies Co., Ltd",20,24,12,MERV 8,8,f,2,
Active,Inventory Part,F5SS-242412-6W,"EFS 24x24x12, 50% Depth Loading Synthetic Pocket Filter (6 pockets)","Wetzel Technologies Co., Ltd",24,24,12,50%,7,f,2,
Active,Inventory Part,F6-122424-3W,"EFS 12x24x24, 60% Depth Loading Synthetic Pocket Filter (3 pockets)","Wetzel Technologies Co., Ltd",12,24,24,60%,8,f,2,
Active,Inventory Part,F6-242424-8W,"EFS 24x24x24, 60% Depth Loading Synthetic Pocket Filter (8 pockets)","Wetzel Technologies Co., Ltd",24,24,24,60%,8,f,2,
Active,Inventory Part,F6-242426-6W,"EFS 24x24x26, 60% Depth Loading Synthetic Pocket Filter (6 pockets)","Wetzel Technologies Co., Ltd",24,24,26,60%,8,f,2,
Active,Inventory Part,F6-242426-8W,"EFS 24x24x26, 60% Depth Loading Synthetic Pocket Filter (8 pockets)","Wetzel Technologies Co., Ltd",24,24,26,60%,8,f,2,
Active,Inventory Part,F6S-122418-3W,"EFS 12x24x18, 60% Depth Loading Synthetic Pocket Filter (4 pockets)","Wetzel Technologies Co., Ltd",12,24,18,60%,8,f,2,
Active,Inventory Part,F6S-242418-8W,"EFS 24x24x18, 60% Depth Loading Synthetic Pocket Filter (8 pockets)","Wetzel Technologies Co., Ltd",24,24,18,60%,8,f,2,
Active,Inventory Part,F6SS-122412-3W,"EFS 12x24x12, 60% Depth Loading Synthetic Pocket Filter (3 pockets)","Wetzel Technologies Co., Ltd",12,24,12,60%,8,f,2,
Active,Inventory Part,F6SS-242412-8W,"EFS 24x24x12, 60% Depth Loading Synthetic Pocket Filter (8 pockets)","Wetzel Technologies Co., Ltd",24,24,12,60%,8,f,2,
Active,Inventory Part,F6V2-1224-GWB,"MERV 11 65%, 2V-Bank Filter (12x24x12) w/DSG","Wetzel Technologies Co., Ltd",12,24,12,MERV 11,11,f,4,
Active,Inventory Part,F6V2-2424-GWB,MERV 11 65% 2V-Bank Filter (24x24x12) w/DSG,"Wetzel Technologies Co., Ltd",24,24,12,MERV 11,11,f,4,
Active,Inventory Part,F6V3-2020-GWB,MERV 11 (65%) 3V-Bank Filter (20x20x12) w/DSG,"Wetzel Technologies Co., Ltd",20,20,12,MERV 11,11,f,4,
