Item,Description,Preferred Vendor,Size_Matched_Text,Height,Width,Depth,MERV,MERV Value,Classification
MINI85-4/04,VILEDON 20x24x4 MiniPleat 85%,"Freudenberg Filtration Technologies, L.P.",20x24x4,20.0,24.0,4.0,85%,13.0,air_filter
MINI85-4/24,VILEDON 12x24x4 MiniPleat 85%,"Freudenberg Filtration Technologies, L.P.",12x24x4,12.0,24.0,4.0,85%,13.0,air_filter
MINI85-4/44,VILEDON 24x24x4 MiniPleat 85%,"Freudenberg Filtration Technologies, L.P.",24x24x4,24.0,24.0,4.0,85%,13.0,air_filter
MINI85-4/84,VILEDON 18x24x4 MiniPleat 85%,"Freudenberg Filtration Technologies, L.P.",18x24x4,18.0,24.0,4.0,85%,13.0,air_filter
MINI95-2/05,VILEDON 20x25x2 MiniPleat 95%,"Freudenberg Filtration Technologies, L.P.",20x25x2,20.0,25.0,2.0,95%,16.0,air_filter
MINI95-2/24,VILEDON  12x24x2 Mini Pleat 95%,"Freudenberg Filtration Technologies, L.P.",12x24x2,12.0,24.0,2.0,95%,16.0,air_filter
MINI95-2/44,VILEDON  24x24x2 Mini Pleat 95%,"Freudenberg Filtration Technologies, L.P.",24x24x2,24.0,24.0,2.0,95%,16.0,air_filter
MINI95-4/24,VILEDON 12x24x4 MiniPleat 95%,"Freudenberg Filtration Technologies, L.P.",12x24x4,12.0,24.0,4.0,95%,16.0,air_filter
MINI95-4/44,VILEDON 24x24x4 MiniPleat 95%,"Freudenberg Filtration Technologies, L.P.",24x24x4,24.0,24.0,4.0,95%,16.0,air_filter
MINI95-4/65,Viledon 16x25x4 Mini95 Pleat Filter,"Freudenberg Filtration Technologies, L.P.",16x25x4,16.0,25.0,4.0,,,air_filter
MINICP,VILEDON Carbon Mini CP Filter,"Freudenberg Filtration Technologies, L.P.",,,,,,,air_filter
MINICP-4/04,Viledon 20x24x4 Carbon Mini CP Filter,"Freudenberg Filtration Technologies, L.P.",20x24x4,20.0,24.0,4.0,,,air_filter
MINICP-4/05,Viledon 20x25x4 Carbon Mini CP Filter,"Freudenberg Filtration Technologies, L.P.",20x25x4,20.0,25.0,4.0,,,air_filter
MINICP-4/65,Viledon 16x25x4 Carbon Mini CP Filter,"Freudenberg Filtration Technologies, L.P.",16x25x4,16.0,25.0,4.0,,,air_filter
MINIRF-2/00,20x20x2 Mini Roughing Filter,"Freudenberg Filtration Technologies, L.P.",20x20x2,20.0,20.0,2.0,,,air_filter
MINIRF-2/05,20x25x2 Mini Roughing Filter,"Freudenberg Filtration Technologies, L.P.",20x25x2,20.0,25.0,2.0,,,air_filter
MINIRF-2/44,24x24x2 Mini Roughing Filter,"Freudenberg Filtration Technologies, L.P.",24x24x2,24.0,24.0,2.0,,,air_filter
MINIRF-2/60,16x20x2 Mini Roughing Filter,"Freudenberg Filtration Technologies, L.P.",16x20x2,16.0,20.0,2.0,,,air_filter
MINIRF-2/65,16x25x2 Mini Roughing Filter,"Freudenberg Filtration Technologies, L.P.",16x25x2,16.0,25.0,2.0,,,air_filter
MINIRF-4/44,24x24x4  Mini Roughing Filter,"Freudenberg Filtration Technologies, L.P.",24x24x4 ,24.0,24.0,4.0,,,air_filter
MKF8V2-2024,20x24x12 MV-2VF MiniPleat V2/MERV 14 MW,Mikropor America,20x24x12,20.0,24.0,12.0,MERV 14,14.0,air_filter
MKF8V2-2424,24X24X12 MV-2VF MiniPleat 2V/ MERV 13 MW,Mikropor America,24X24X12,24.0,24.0,12.0,MERV 13,13.0,air_filter
ML-122410-3PLY-C,"12x24x10, 3-Ply Cube Filter",M.L. Filters,12x24x10,12.0,24.0,10.0,,,air_filter
ML-122415-3PLY-C,"12x24x15, 3-Ply Cube Filter",M.L. Filters,12x24x15,12.0,24.0,15.0,,,air_filter
ML-122415-OA-C,"12"" x 24"" x 15""  Cube Filter w/Antimicrobial",M.L. Filters,"12"" x 24"" x 15""",12.0,24.0,15.0,,,air_filter
ML-122424-OA-C,"12"" x 24"" x 25""  Cube Filter w/Antimicrobial",M.L. Filters,"12"" x 24"" x 25""",12.0,24.0,25.0,,,air_filter
ML-242410-3PLY-C,"24x24x10, 3-Ply Cube Filter",M.L. Filters,24x24x10,24.0,24.0,10.0,,,air_filter
ML-242415-3PLY-C,"24x24x15, 3-Ply Cube Filter",M.L. Filters,24x24x15,24.0,24.0,15.0,,,air_filter
ML-242415-OA-C,"24"" x 24"" x 15""  Cube Filter w/Antimicrobial",M.L. Filters,"24"" x 24"" x 15""",24.0,24.0,15.0,,,air_filter
MP1320242,M13 Mini Pleat MPF 20x24x2,Mikropor America,20x24x2,20.0,24.0,2.0,,,air_filter
MP1324242,M13 Mini Pleat MPF 24x24x2,Mikropor America,24x24x2,24.0,24.0,2.0,,,air_filter
MP214-1620-ZB,MERV 14 Zero-Bypass 16x20x2,"Columbus Industries, Inc.",16x20x2,16.0,20.0,2.0,MERV 14,14.0,air_filter
MP214-2020-ZB,MERV 14 Zero-Bypass 20x20x2,"Columbus Industries, Inc.",20x20x2,20.0,20.0,2.0,MERV 14,14.0,air_filter
MP215-1224-ZB,MERV 15 Zero-Bypass 12x24x2,"Columbus Industries, Inc.",12x24x2,12.0,24.0,2.0,MERV 15,15.0,air_filter
MP215-1620-ZB,MERV 15 Zero-Bypass 16x20x2,"Columbus Industries, Inc.",16x20x2,16.0,20.0,2.0,MERV 15,15.0,air_filter
MP215-2020-ZB,MERV 15 Zero-Bypass 20x20x2,"Columbus Industries, Inc.",20x20x2,20.0,20.0,2.0,MERV 15,15.0,air_filter
MP215-2024-ZB,MERV 15 Zero-Bypass 20x24x2,"Columbus Industries, Inc.",20x24x2,20.0,24.0,2.0,MERV 15,15.0,air_filter
MP215-2424-ZB,MERV 15 Zero-Bypass 24x24x2,"Columbus Industries, Inc.",24x24x2,24.0,24.0,2.0,MERV 15,15.0,air_filter
MRM8- 1/1PF,Coalescer Prefilter G4 23.3 x 23.3 x 3.75 Plastic Frame Mini Pleat,MGT Air Filters,23.3 x 23.3 x 3.75,23.3,23.3,3.75,,,air_filter
MRM8- 1/2PF, Coalescer Prefilter G4 11.3 x 23.3 x 3.75 Plastic Frame Mini Pleat,MGT Air Filters,11.3 x 23.3 x 3.75,11.3,23.3,3.75,,,air_filter
MRM8- GT-LM6,LM6000 Guard Door Coalescer Prefilter G4 23.3 x 23.3 x 3½ Plastic Frame Mini Pleat,MGT Air Filters,23.3 x 23.3,23.3,23.3,,,,air_filter
MV75 1/1- DSG NR,24x24x12  DSG 75% V-Bank Non Recessed,"Freudenberg Filtration Technologies, L.P.",24x24x12 ,24.0,24.0,12.0,75%,12.0,air_filter
MV75 1/1 RP,Viledon 24x24x12 75% V-Bank,"Freudenberg Filtration Technologies, L.P.",24x24x12,24.0,24.0,12.0,75%,12.0,air_filter
MV75 1/2- DSG NR,VILEDON 12x24x12 DSG 75% V-Bank Non Recessed,"Freudenberg Filtration Technologies, L.P.",12x24x12,12.0,24.0,12.0,75%,12.0,air_filter
MV85 1/1-NR,24x24x12  85% V-Bank Non Recessed,"Freudenberg Filtration Technologies, L.P.",24x24x12 ,24.0,24.0,12.0,85%,13.0,air_filter
MV85 1/1 RP-Non Recess,Viledon 24x24x12 RP 85% M13 V-Bank Non-Recessed w/DSG,"Freudenberg Filtration Technologies, L.P.",24x24x12,24.0,24.0,12.0,85%,13.0,air_filter
MV85 5/6  RP-Non Recess,Viledon 20x24x12 RP 85% M13  V-Bank Non-Recessed w/DSG,"Freudenberg Filtration Technologies, L.P.",20x24x12,20.0,24.0,12.0,85%,13.0,air_filter
MV95 1/1 Non Recess,Viledon 24x24x12 96% V-Bank Non-Recessed w/DSG,"Freudenberg Filtration Technologies, L.P.",24x24x12,24.0,24.0,12.0,96%,16.0,air_filter
MV95 1/1 Recess,6904370  24x24x13 96% V- Bank Recess,"Freudenberg Filtration Technologies, L.P.",24x24x13,24.0,24.0,13.0,96%,16.0,air_filter
MV95 1/1 RP-Non Recess,Viledon 24x24x12 rp 96% V-Bank Non-Recessed w/DSG,"Freudenberg Filtration Technologies, L.P.",24x24x12,24.0,24.0,12.0,96%,16.0,air_filter
MV95 1/2 Non Recess,Viledon 12x24x12 96% V-Bank Non-Recessed w/DSG,"Freudenberg Filtration Technologies, L.P.",12x24x12,12.0,24.0,12.0,96%,16.0,air_filter
MV95 1/2 RP-Non Recess,Viledon 12x24x12 RP 96% V-Bank Non-Recessed w/DSG,"Freudenberg Filtration Technologies, L.P.",12x24x12,12.0,24.0,12.0,96%,16.0,air_filter
MV95 5/5 Non Recess,Viledon 20x20x12 95% V-Bank Non-Recessed w/DSG,"Freudenberg Filtration Technologies, L.P.",20x20x12,20.0,20.0,12.0,95%,16.0,air_filter
